Ensembl transcript,StringDB
ENST00000639629,ENSP00000491655
ENST00000445355,ENSP00000453302
ENST00000321300,ENSP00000316338
ENST00000397452,ENSP00000380594
ENST00000222005,ENSP00000222005
ENST00000396603,ENSP00000379848
ENST00000267115,ENSP00000267115
ENST00000219611,ENSP00000219611
ENST00000380379,ENSP00000369739
ENST00000359621,ENSP00000352639
ENST00000651292,ENSP00000498542
ENST00000369815,ENSP00000358830
ENST00000412706,ENSP00000394931
ENST00000395901,ENSP00000379238
ENST00000599174,ENSP00000469474
ENST00000359326,ENSP00000352276
ENST00000434204,ENSP00000390963
ENST00000498124,ENSP00000418915
ENST00000366600,ENSP00000355559
ENST00000259870,ENSP00000259870
ENST00000530758,ENSP00000432472
ENST00000651117,ENSP00000498854
ENST00000222547,ENSP00000222547
ENST00000323906,ENSP00000325708
ENST00000307624,ENSP00000303246
ENST00000341049,ENSP00000339191
ENST00000261499,ENSP00000261499
ENST00000451215,ENSP00000416433
ENST00000632416,ENSP00000487859
ENST00000421470,ENSP00000410635
ENST00000415167,ENSP00000398028
ENST00000557008,ENSP00000452479
ENST00000648758,ENSP00000497731
ENST00000620098,ENSP00000479774
ENST00000298892,ENSP00000298892
ENST00000465148,ENSP00000435373
ENST00000545036,ENSP00000445881
ENST00000348990,ENSP00000345463
ENST00000348749,ENSP00000261008
ENST00000366847,ENSP00000355812
ENST00000360242,ENSP00000353377
ENST00000280560,ENSP00000280560
ENST00000380175,ENSP00000420610
ENST00000333643,ENSP00000328030
ENST00000637276,ENSP00000489777
ENST00000564751,ENSP00000454940
ENST00000224721,ENSP00000224721
ENST00000299694,ENSP00000299694
ENST00000300030,ENSP00000300030
ENST00000620470,ENSP00000484045
ENST00000505872,ENSP00000421283
ENST00000313871,ENSP00000324827
ENST00000456430,ENSP00000387641
ENST00000393977,ENSP00000377547
ENST00000538225,ENSP00000442869
ENST00000631808,ENSP00000487651
ENST00000393468,ENSP00000377111
ENST00000349830,ENSP00000340297
ENST00000341322,ENSP00000342106
ENST00000449241,ENSP00000404913
ENST00000285379,ENSP00000285379
ENST00000643224,ENSP00000496416
ENST00000554345,ENSP00000450768
ENST00000569669,ENSP00000455106
ENST00000407528,ENSP00000384575
ENST00000648006,ENSP00000497910
ENST00000652730,ENSP00000498660
ENST00000322302,ENSP00000313619
ENST00000568545,ENSP00000457058
ENST00000304519,ENSP00000307129
ENST00000297770,ENSP00000297770
ENST00000288912,ENSP00000288912
ENST00000381278,ENSP00000370678
ENST00000651953,ENSP00000498633
ENST00000412232,ENSP00000406367
ENST00000513780,ENSP00000424536
ENST00000313566,ENSP00000322508
ENST00000651379,ENSP00000498978
ENST00000395276,ENSP00000378691
ENST00000647789,ENSP00000497767
ENST00000251582,ENSP00000251582
ENST00000625099,ENSP00000487968
ENST00000421922,ENSP00000413017
ENST00000549385,ENSP00000448036
ENST00000393356,ENSP00000377024
ENST00000617416,ENSP00000480089
ENST00000355699,ENSP00000347927
ENST00000552810,ENSP00000448012
ENST00000395035,ENSP00000378476
ENST00000371120,ENSP00000360161
ENST00000638254,ENSP00000491129
ENST00000297161,ENSP00000297161
ENST00000275699,ENSP00000275699
ENST00000313728,ENSP00000314599
ENST00000309383,ENSP00000310649
ENST00000263468,ENSP00000263468
ENST00000266557,ENSP00000266557
ENST00000598785,ENSP00000471830
ENST00000540986,ENSP00000444008
ENST00000445560,ENSP00000416128
ENST00000407564,ENSP00000384658
ENST00000398564,ENSP00000381571
ENST00000536005,ENSP00000442793
ENST00000316757,ENSP00000315136
ENST00000616010,ENSP00000484424
ENST00000622409,ENSP00000482876
ENST00000561011,ENSP00000454049
ENST00000652630,ENSP00000499062
ENST00000362006,ENSP00000355078
ENST00000409788,ENSP00000386238
ENST00000458408,ENSP00000402239
ENST00000622872,ENSP00000483700
ENST00000371950,ENSP00000361018
ENST00000369256,ENSP00000358260
ENST00000358005,ENSP00000350695
ENST00000368033,ENSP00000357012
ENST00000368034,ENSP00000357013
ENST00000250092,ENSP00000250092
ENST00000256015,ENSP00000256015
ENST00000650044,ENSP00000497208
ENST00000620708,ENSP00000479126
ENST00000383656,ENSP00000373152
ENST00000357903,ENSP00000350578
ENST00000397488,ENSP00000380625
ENST00000339618,ENSP00000345774
ENST00000620264,ENSP00000480615
ENST00000395284,ENSP00000378699
ENST00000297518,ENSP00000297518
ENST00000575842,ENSP00000458162
ENST00000498628,ENSP00000467857
ENST00000395961,ENSP00000379290
ENST00000383532,ENSP00000373024
ENST00000610565,ENSP00000484498
ENST00000398776,ENSP00000381758
ENST00000220763,ENSP00000220763
ENST00000439765,ENSP00000409542
ENST00000642409,ENSP00000495401
ENST00000433436,ENSP00000401019
ENST00000333677,ENSP00000328083
ENST00000477565,ENSP00000424833
ENST00000456471,ENSP00000397694
ENST00000538260,ENSP00000441592
ENST00000511704,ENSP00000425207
ENST00000375142,ENSP00000364284
ENST00000393316,ENSP00000376992
ENST00000452899,ENSP00000399436
ENST00000559313,ENSP00000453969
ENST00000573283,ENSP00000458435
ENST00000644774,ENSP00000493648
ENST00000264434,ENSP00000264434
ENST00000378364,ENSP00000367615
ENST00000542388,ENSP00000445836
ENST00000361581,ENSP00000355003
ENST00000372991,ENSP00000362082
ENST00000354932,ENSP00000347012
ENST00000614731,ENSP00000481847
ENST00000536675,ENSP00000444767
ENST00000262717,ENSP00000262717
ENST00000312175,ENSP00000310275
ENST00000358441,ENSP00000351221
ENST00000461841,ENSP00000473454
ENST00000221922,ENSP00000221922
ENST00000359435,ENSP00000352408
ENST00000568909,ENSP00000455215
ENST00000620732,ENSP00000481969
ENST00000514814,ENSP00000422421
ENST00000412074,ENSP00000416386
ENST00000435091,ENSP00000413069
ENST00000562631,ENSP00000455351
ENST00000322527,ENSP00000320232
ENST00000651894,ENSP00000498355
ENST00000567476,ENSP00000456313
ENST00000268841,ENSP00000268841
ENST00000632480,ENSP00000488369
ENST00000446529,ENSP00000395665
ENST00000633309,ENSP00000488719
ENST00000389120,ENSP00000373772
ENST00000618666,ENSP00000481035
ENST00000553030,ENSP00000447203
ENST00000305031,ENSP00000302629
ENST00000636578,ENSP00000489712
ENST00000377329,ENSP00000366546
ENST00000311669,ENSP00000312250
ENST00000295989,ENSP00000295989
ENST00000371839,ENSP00000360905
ENST00000485491,ENSP00000453043
ENST00000247178,ENSP00000247178
ENST00000360132,ENSP00000353250
ENST00000292427,ENSP00000292427
ENST00000277458,ENSP00000277458
ENST00000261951,ENSP00000261951
ENST00000434916,ENSP00000394134
ENST00000395805,ENSP00000379150
ENST00000575712,ENSP00000458964
ENST00000652111,ENSP00000498689
ENST00000284000,ENSP00000284000
ENST00000461735,ENSP00000419164
ENST00000613173,ENSP00000484455
ENST00000342380,ENSP00000343674
ENST00000438996,ENSP00000396675
ENST00000357203,ENSP00000349732
ENST00000631573,ENSP00000488548
ENST00000265375,ENSP00000265375
ENST00000438403,ENSP00000401725
ENST00000540164,ENSP00000444911
ENST00000361899,ENSP00000354632
ENST00000360524,ENSP00000353717
ENST00000612449,ENSP00000483174
ENST00000514025,ENSP00000423661
ENST00000255608,ENSP00000255608
ENST00000540080,ENSP00000437508
ENST00000380151,ENSP00000369496
ENST00000264157,ENSP00000264157
ENST00000286031,ENSP00000286031
ENST00000610399,ENSP00000481974
ENST00000576544,ENSP00000461672
ENST00000631728,ENSP00000488321
ENST00000431984,ENSP00000410704
ENST00000513751,ENSP00000421628
ENST00000306960,ENSP00000306490
ENST00000562558,ENSP00000456620
ENST00000216139,ENSP00000216139
ENST00000551568,ENSP00000448517
ENST00000420607,ENSP00000409612
ENST00000317868,ENSP00000322159
ENST00000286186,ENSP00000286186
ENST00000324631,ENSP00000320025
ENST00000341937,ENSP00000342813
ENST00000539242,ENSP00000441343
ENST00000393284,ENSP00000376963
ENST00000375512,ENSP00000364662
ENST00000333511,ENSP00000333769
ENST00000395748,ENSP00000379097
ENST00000392937,ENSP00000475405
ENST00000616936,ENSP00000477511
ENST00000433069,ENSP00000399701
ENST00000395275,ENSP00000378690
ENST00000274609,ENSP00000274609
ENST00000633927,ENSP00000488430
ENST00000296456,ENSP00000296456
ENST00000358984,ENSP00000351875
ENST00000409680,ENSP00000387168
ENST00000325212,ENSP00000316681
ENST00000448480,ENSP00000396835
ENST00000370372,ENSP00000359398
ENST00000372839,ENSP00000361930
ENST00000396948,ENSP00000380152
ENST00000249064,ENSP00000249064
ENST00000337003,ENSP00000337705
ENST00000634191,ENSP00000487715
ENST00000277657,ENSP00000277657
ENST00000349556,ENSP00000230248
ENST00000637432,ENSP00000490617
ENST00000543973,ENSP00000441188
ENST00000440284,ENSP00000394565
ENST00000374650,ENSP00000363781
ENST00000395168,ENSP00000378597
ENST00000463496,ENSP00000436466
ENST00000485972,ENSP00000419782
ENST00000378605,ENSP00000367868
ENST00000242819,ENSP00000242819
ENST00000334731,ENSP00000334289
ENST00000346530,ENSP00000280559
ENST00000617605,ENSP00000481426
ENST00000568632,ENSP00000455263
ENST00000303407,ENSP00000305918
ENST00000642412,ENSP00000494127
ENST00000356501,ENSP00000348894
ENST00000371951,ENSP00000361019
ENST00000645287,ENSP00000496203
ENST00000549722,ENSP00000447549
ENST00000620004,ENSP00000481894
ENST00000409226,ENSP00000386837
ENST00000395963,ENSP00000379292
ENST00000379117,ENSP00000368412
ENST00000396679,ENSP00000379911
ENST00000314103,ENSP00000315700
ENST00000621312,ENSP00000480031
ENST00000552042,ENSP00000448451
ENST00000652143,ENSP00000498655
ENST00000416810,ENSP00000397515
ENST00000274008,ENSP00000274008
ENST00000413384,ENSP00000405600
ENST00000405348,ENSP00000384348
ENST00000588790,ENSP00000468232
ENST00000354192,ENSP00000346129
ENST00000412910,ENSP00000396081
ENST00000539780,ENSP00000440827
ENST00000454077,ENSP00000397259
ENST00000399402,ENSP00000382333
ENST00000353379,ENSP00000338673
ENST00000356589,ENSP00000348997
ENST00000313005,ENSP00000318585
ENST00000551038,ENSP00000449579
ENST00000216133,ENSP00000216133
ENST00000342868,ENSP00000341787
ENST00000380290,ENSP00000369644
ENST00000398788,ENSP00000381768
ENST00000544455,ENSP00000439902
ENST00000353703,ENSP00000300161
ENST00000418357,ENSP00000398221
ENST00000294288,ENSP00000294288
ENST00000392690,ENSP00000376456
ENST00000562823,ENSP00000454367
ENST00000631554,ENSP00000487911
ENST00000259089,ENSP00000259089
ENST00000251108,ENSP00000251108
ENST00000409600,ENSP00000386474
ENST00000619387,ENSP00000477848
ENST00000289416,ENSP00000289416
ENST00000381154,ENSP00000370546
ENST00000380033,ENSP00000369372
ENST00000434640,ENSP00000390472
ENST00000552402,ENSP00000448746
ENST00000651686,ENSP00000498346
ENST00000536889,ENSP00000442521
ENST00000313115,ENSP00000316854
ENST00000488252,ENSP00000467744
ENST00000322980,ENSP00000323387
ENST00000368690,ENSP00000357679
ENST00000617405,ENSP00000483330
ENST00000377319,ENSP00000366536
ENST00000462790,ENSP00000425864
ENST00000272879,ENSP00000272879
ENST00000380753,ENSP00000370129
ENST00000333229,ENSP00000330753
ENST00000297679,ENSP00000297679
ENST00000545580,ENSP00000440906
ENST00000371834,ENSP00000360900
ENST00000405615,ENSP00000384193
ENST00000561424,ENSP00000453191
ENST00000633849,ENSP00000487792
ENST00000355112,ENSP00000347232
ENST00000598095,ENSP00000470394
ENST00000428004,ENSP00000389410
ENST00000613687,ENSP00000483674
ENST00000264202,ENSP00000264202
ENST00000356641,ENSP00000349056
ENST00000314890,ENSP00000315915
ENST00000353234,ENSP00000297837
ENST00000268057,ENSP00000268057
ENST00000392663,ENSP00000376431
ENST00000284727,ENSP00000284727
ENST00000611803,ENSP00000479901
ENST00000378115,ENSP00000367355
ENST00000558871,ENSP00000452657
ENST00000619487,ENSP00000478577
ENST00000650064,ENSP00000497413
ENST00000545606,ENSP00000442318
ENST00000307886,ENSP00000311300
ENST00000598188,ENSP00000471605
ENST00000651509,ENSP00000499003
ENST00000311955,ENSP00000311436
ENST00000392952,ENSP00000376679
ENST00000421503,ENSP00000387827
ENST00000375452,ENSP00000364601
ENST00000651689,ENSP00000499010
ENST00000651257,ENSP00000498498
ENST00000261900,ENSP00000261900
ENST00000230053,ENSP00000230053
ENST00000286744,ENSP00000286744
ENST00000454014,ENSP00000403876
ENST00000562849,ENSP00000456822
ENST00000303941,ENSP00000306678
ENST00000393422,ENSP00000377074
ENST00000558402,ENSP00000453293
ENST00000392439,ENSP00000376234
ENST00000542754,ENSP00000438170
ENST00000265074,ENSP00000265074
ENST00000557835,ENSP00000454079
ENST00000313350,ENSP00000324364
ENST00000533508,ENSP00000437315
ENST00000428708,ENSP00000401022
ENST00000585418,ENSP00000467357
ENST00000439424,ENSP00000411851
ENST00000592179,ENSP00000468354
ENST00000360314,ENSP00000353462
ENST00000423344,ENSP00000411850
ENST00000650052,ENSP00000497775
ENST00000407673,ENSP00000385680
ENST00000372674,ENSP00000361759
ENST00000263100,ENSP00000263100
ENST00000339012,ENSP00000342699
ENST00000614182,ENSP00000482862
ENST00000409652,ENSP00000386280
ENST00000395952,ENSP00000379282
ENST00000332439,ENSP00000331479
ENST00000358918,ENSP00000351796
ENST00000315368,ENSP00000318775
ENST00000474361,ENSP00000435479
ENST00000445823,ENSP00000403685
ENST00000224652,ENSP00000224652
ENST00000579855,ENSP00000463637
ENST00000379751,ENSP00000369075
ENST00000226299,ENSP00000226299
ENST00000511828,ENSP00000427555
ENST00000311519,ENSP00000307831
ENST00000350026,ENSP00000055163
ENST00000455511,ENSP00000394394
ENST00000328735,ENSP00000333854
ENST00000409061,ENSP00000386502
ENST00000367996,ENSP00000356975
ENST00000334801,ENSP00000335320
ENST00000418647,ENSP00000391669
ENST00000537566,ENSP00000445045
ENST00000426034,ENSP00000387606
ENST00000614547,ENSP00000479381
ENST00000404898,ENSP00000384093
ENST00000434826,ENSP00000412215
ENST00000510092,ENSP00000426654
ENST00000568887,ENSP00000457644
ENST00000567941,ENSP00000458102
ENST00000471453,ENSP00000420440
ENST00000543160,ENSP00000446054
ENST00000335766,ENSP00000337056
ENST00000420306,ENSP00000404515
ENST00000313984,ENSP00000315678
ENST00000527422,ENSP00000432138
ENST00000555414,ENSP00000451979
ENST00000261739,ENSP00000261739
ENST00000614616,ENSP00000483667
ENST00000272217,ENSP00000272217
ENST00000392541,ENSP00000376324
ENST00000261007,ENSP00000261007
ENST00000476167,ENSP00000431645
ENST00000531700,ENSP00000437323
ENST00000545172,ENSP00000441992
ENST00000538374,ENSP00000442226
ENST00000377031,ENSP00000366230
ENST00000476558,ENSP00000436435
ENST00000290551,ENSP00000290551
ENST00000242375,ENSP00000242375
ENST00000252677,ENSP00000252677
ENST00000460006,ENSP00000419879
ENST00000533815,ENSP00000435098
ENST00000260641,ENSP00000260641
ENST00000299415,ENSP00000299415
ENST00000455942,ENSP00000488024
ENST00000650695,ENSP00000498902
ENST00000381884,ENSP00000371308
ENST00000426324,ENSP00000397007
ENST00000542499,ENSP00000445002
ENST00000447017,ENSP00000393511
ENST00000508408,ENSP00000424585
ENST00000423724,ENSP00000391369
ENST00000301897,ENSP00000301897
ENST00000324068,ENSP00000317214
ENST00000615544,ENSP00000477968
ENST00000380152,ENSP00000369497
ENST00000382254,ENSP00000371689
ENST00000346916,ENSP00000344707
ENST00000558750,ENSP00000452773
ENST00000327554,ENSP00000333374
ENST00000456349,ENSP00000409976
ENST00000520359,ENSP00000427909
ENST00000491704,ENSP00000417304
ENST00000559916,ENSP00000453350
ENST00000396576,ENSP00000379821
ENST00000162330,ENSP00000162330
ENST00000488340,ENSP00000424647
ENST00000413811,ENSP00000389257
ENST00000426197,ENSP00000413150
ENST00000357632,ENSP00000350256
ENST00000261751,ENSP00000261751
ENST00000546373,ENSP00000447255
ENST00000392343,ENSP00000376154
ENST00000652377,ENSP00000498481
ENST00000535626,ENSP00000440370
ENST00000560104,ENSP00000453153
ENST00000375707,ENSP00000364859
ENST00000561213,ENSP00000452736
ENST00000374948,ENSP00000364086
ENST00000316629,ENSP00000325970
ENST00000215941,ENSP00000215941
ENST00000581518,ENSP00000461916
ENST00000415217,ENSP00000453855
ENST00000558330,ENSP00000452722
ENST00000342115,ENSP00000345498
ENST00000277459,ENSP00000277459
ENST00000359342,ENSP00000352295
ENST00000309334,ENSP00000308862
ENST00000290349,ENSP00000290349
ENST00000345519,ENSP00000242284
ENST00000469710,ENSP00000418988
ENST00000618908,ENSP00000481000
ENST00000342945,ENSP00000339805
ENST00000639986,ENSP00000492346
ENST00000401850,ENSP00000384794
ENST00000411764,ENSP00000409312
ENST00000651380,ENSP00000499072
ENST00000397843,ENSP00000380942
ENST00000388813,ENSP00000373465
ENST00000642055,ENSP00000493351
ENST00000548925,ENSP00000447537
ENST00000352115,ENSP00000344474
ENST00000403433,ENSP00000385228
ENST00000632710,ENSP00000488758
ENST00000525660,ENSP00000437144
ENST00000243349,ENSP00000243349
ENST00000606888,ENSP00000475189
ENST00000554034,ENSP00000452493
ENST00000524773,ENSP00000434176
ENST00000370244,ENSP00000359264
ENST00000415300,ENSP00000407162
ENST00000370243,ENSP00000359263
ENST00000259631,ENSP00000259631
ENST00000371929,ENSP00000360997
ENST00000544915,ENSP00000442438
ENST00000413113,ENSP00000395128
ENST00000348328,ENSP00000335139
ENST00000375454,ENSP00000364603
ENST00000415497,ENSP00000401595
ENST00000260502,ENSP00000260502
ENST00000504924,ENSP00000433427
ENST00000346246,ENSP00000343126
ENST00000330333,ENSP00000332979
ENST00000438731,ENSP00000391404
ENST00000292574,ENSP00000292574
ENST00000263645,ENSP00000263645
ENST00000470744,ENSP00000419746
ENST00000346817,ENSP00000237865
ENST00000371124,ENSP00000360165
ENST00000377890,ENSP00000367122
ENST00000610402,ENSP00000483185
ENST00000619613,ENSP00000477988
ENST00000549853,ENSP00000447846
ENST00000546206,ENSP00000440048
ENST00000673576,ENSP00000500478
ENST00000533129,ENSP00000431686
ENST00000353903,ENSP00000312037
ENST00000397536,ENSP00000380670
ENST00000411726,ENSP00000402374
ENST00000373809,ENSP00000362915
ENST00000333602,ENSP00000329425
ENST00000634078,ENSP00000488231
ENST00000268603,ENSP00000268603
ENST00000546179,ENSP00000438545
ENST00000433727,ENSP00000391228
ENST00000451558,ENSP00000397655
ENST00000216714,ENSP00000216714
ENST00000361737,ENSP00000354887
ENST00000315251,ENSP00000319851
ENST00000315906,ENSP00000325153
ENST00000361434,ENSP00000355328
ENST00000375533,ENSP00000364683
ENST00000333478,ENSP00000327396
ENST00000344275,ENSP00000456813
ENST00000291458,ENSP00000291458
ENST00000592734,ENSP00000466617
ENST00000585933,ENSP00000466022
ENST00000253362,ENSP00000253362
ENST00000473285,ENSP00000418226
ENST00000615418,ENSP00000483206
ENST00000338663,ENSP00000340815
ENST00000434344,ENSP00000410027
ENST00000408918,ENSP00000386158
ENST00000494262,ENSP00000464952
ENST00000376663,ENSP00000365851
ENST00000452790,ENSP00000394316
ENST00000488170,ENSP00000420163
ENST00000425620,ENSP00000393042
ENST00000434061,ENSP00000411826
ENST00000649764,ENSP00000497641
ENST00000266031,ENSP00000266031
ENST00000615090,ENSP00000480327
ENST00000346664,ENSP00000264072
ENST00000372324,ENSP00000361399
ENST00000392500,ENSP00000376288
ENST00000643310,ENSP00000495786
ENST00000651154,ENSP00000498748
ENST00000245787,ENSP00000245787
ENST00000450446,ENSP00000390501
ENST00000398454,ENSP00000381472
ENST00000527275,ENSP00000435350
ENST00000435046,ENSP00000404754
ENST00000378362,ENSP00000367613
ENST00000309519,ENSP00000310696
ENST00000447678,ENSP00000395608
ENST00000650563,ENSP00000497659
ENST00000414031,ENSP00000391935
ENST00000446293,ENSP00000397759
ENST00000635998,ENSP00000490506
ENST00000612898,ENSP00000483903
ENST00000373026,ENSP00000362117
ENST00000359393,ENSP00000352354
